date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:10:39	772/772	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jan%202021%2017:10:39%20GMT	https://vccswap.com/robots.txt		(from )
18:10:40	16134/16134	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2008:39:51%20GMT	https://vccswap.com/	C:/My%20Web%20Sites/Project1/vccswap.com/index.html	(from )
18:10:40	4665/4665	---M-Z	200	added ('OK')	application/javascript	etag:%22174146241faaf32afddc8e2c76e1b032%22	https://vccswap.com/cdn-cgi/apps/head/-lSSG8OMGtclk7q_ITCZWl1_R1I.js	C:/My%20Web%20Sites/Project1/vccswap.com/cdn-cgi/apps/head/-lSSG8OMGtclk7q_ITCZWl1_R1I.js	(from https://vccswap.com/)
18:10:40	107866/107866	---MCZ	200	added ('OK')	image/x-icon	date:Wed,%2030%20Dec%202020%2016:42:00%20GMT	https://vccswap.com/favicon.ico	C:/My%20Web%20Sites/Project1/vccswap.com/favicon.ico	(from https://vccswap.com/)
18:10:41	585/585	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Dec%202020%2019:51:26%20GMT	https://vccswap.com/css/reset.css	C:/My%20Web%20Sites/Project1/vccswap.com/css/reset.css	(from https://vccswap.com/)
18:10:41	28977/28977	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Dec%202020%2019:51:30%20GMT	https://vccswap.com/css/bootstrap-grid.min.css	C:/My%20Web%20Sites/Project1/vccswap.com/css/bootstrap-grid.min.css	(from https://vccswap.com/)
18:10:41	37742/37742	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Dec%202020%2019:51:36%20GMT	https://vccswap.com/css/animations.css	C:/My%20Web%20Sites/Project1/vccswap.com/css/animations.css	(from https://vccswap.com/)
18:10:42	4320/4320	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Dec%202020%2019:51:40%20GMT	https://vccswap.com/css/perfect-scrollbar.css	C:/My%20Web%20Sites/Project1/vccswap.com/css/perfect-scrollbar.css	(from https://vccswap.com/)
18:10:42	2912/2912	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Dec%202020%2019:51:44%20GMT	https://vccswap.com/css/owl.carousel.css	C:/My%20Web%20Sites/Project1/vccswap.com/css/owl.carousel.css	(from https://vccswap.com/)
18:10:42	5810/5810	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Dec%202020%2019:51:52%20GMT	https://vccswap.com/css/magnific-popup.css	C:/My%20Web%20Sites/Project1/vccswap.com/css/magnific-popup.css	(from https://vccswap.com/)
18:10:42	43159/43159	---M-Z	200	added ('OK')	text/css	date:Wed,%2030%20Dec%202020%2013:52:27%20GMT	https://vccswap.com/css/main.css?v=1	C:/My%20Web%20Sites/Project1/vccswap.com/css/main3860.css	(from https://vccswap.com/)
18:10:42	9358/9358	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2019:56:42%20GMT	https://vccswap.com/js/modernizr.custom.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/modernizr.custom.js	(from https://vccswap.com/)
18:10:43	51128/51128	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Dec%202020%2020:06:06%20GMT	https://vccswap.com/img/main_bg.png	C:/My%20Web%20Sites/Project1/vccswap.com/img/main_bg.png	(from https://vccswap.com/)
18:10:43	2914/2914	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2030%20Dec%202020%2016:35:50%20GMT	https://vccswap.com/img/main_photo.svg	C:/My%20Web%20Sites/Project1/vccswap.com/img/main_photo.svg	(from https://vccswap.com/)
18:10:43	4133/4133	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Jan%202021%2017:10:43%20GMT	https://t.me/VCC_Swap	C:/My%20Web%20Sites/Project1/t.me/VCC_Swap.html	(from https://vccswap.com/)
18:10:44	558/558	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2029%20Dec%202020%2021:25:50%20GMT	https://vccswap.com/img/swapicon.svg	C:/My%20Web%20Sites/Project1/vccswap.com/img/swapicon.svg	(from https://vccswap.com/)
18:10:44	1239/1239	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2020:03:36%20GMT	https://vccswap.com/js/email-decode.min.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/email-decode.min.js	(from https://vccswap.com/)
18:10:44	84322/84322	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2020:03:30%20GMT	https://vccswap.com/js/jquery-2.1.3.min.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/jquery-2.1.3.min.js	(from https://vccswap.com/)
18:10:45	13062/13062	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2019:56:48%20GMT	https://vccswap.com/js/animating.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/animating.js	(from https://vccswap.com/)
18:10:45	5441/5441	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2019:56:54%20GMT	https://vccswap.com/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/imagesloaded.pkgd.min.js	(from https://vccswap.com/)
18:10:45	24719/24719	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2019:57:02%20GMT	https://vccswap.com/js/perfect-scrollbar.min.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/perfect-scrollbar.min.js	(from https://vccswap.com/)
18:10:45	14462/14462	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2019:57:08%20GMT	https://vccswap.com/js/jquery.shuffle.min.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/jquery.shuffle.min.js	(from https://vccswap.com/)
18:10:46	23601/23601	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2019:57:12%20GMT	https://vccswap.com/js/masonry.pkgd.min.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/masonry.pkgd.min.js	(from https://vccswap.com/)
18:10:46	42766/42766	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2019:57:18%20GMT	https://vccswap.com/js/owl.carousel.min.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/owl.carousel.min.js	(from https://vccswap.com/)
18:10:46	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2019:57:22%20GMT	https://vccswap.com/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/jquery.magnific-popup.min.js	(from https://vccswap.com/)
18:10:47	9046/9046	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2019:57:32%20GMT	https://vccswap.com/js/validator.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/validator.js	(from https://vccswap.com/)
18:10:47	4769/4769	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Dec%202020%2019:57:36%20GMT	https://vccswap.com/js/main.js	C:/My%20Web%20Sites/Project1/vccswap.com/js/main.js	(from https://vccswap.com/)
18:10:47	1310/1310	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jan%202021%2017:10:47%20GMT	https://vccswap.com/css/owl.video.play.png	C:/My%20Web%20Sites/Project1/vccswap.com/css/owl.video.play.png	(from https://vccswap.com/css/owl.carousel.css)
18:10:48	8344/8344	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Dec%202020%2020:01:38%20GMT	https://vccswap.com/css/fonts/linear-icons-font/style.css	C:/My%20Web%20Sites/Project1/vccswap.com/css/fonts/linear-icons-font/style.css	(from https://vccswap.com/css/main.css?v=1)
18:10:48	57333/57333	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Dec%202020%2020:02:22%20GMT	https://vccswap.com/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	C:/My%20Web%20Sites/Project1/vccswap.com/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	(from https://vccswap.com/css/main.css?v=1)
18:10:48	153/153	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jan%202021%2017:10:48%20GMT	https://t.me/robots.txt		(from https://vccswap.com/)
18:10:49	1310/1310	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jan%202021%2017:10:48%20GMT	https://vccswap.com/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?w118d	C:/My%20Web%20Sites/Project1/vccswap.com/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.eot	(from https://vccswap.com/css/fonts/linear-icons-font/style.css)
18:10:49	1310/1310	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jan%202021%2017:10:48%20GMT	https://vccswap.com/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?	C:/My%20Web%20Sites/Project1/vccswap.com/css/fonts/linear-icons-font/fonts/Linearicons-Freed41d.eot	(from https://vccswap.com/css/fonts/linear-icons-font/style.css)
18:10:49	1310/1310	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jan%202021%2017:10:49%20GMT	https://vccswap.com/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff2?w118d	C:/My%20Web%20Sites/Project1/vccswap.com/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff2	(from https://vccswap.com/css/fonts/linear-icons-font/style.css)
18:10:49	1310/1310	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jan%202021%2017:10:49%20GMT	https://vccswap.com/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff?w118d	C:/My%20Web%20Sites/Project1/vccswap.com/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff	(from https://vccswap.com/css/fonts/linear-icons-font/style.css)
18:10:49	1310/1310	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jan%202021%2017:10:49%20GMT	https://vccswap.com/css/fonts/linear-icons-font/fonts/Linearicons-Free.ttf?w118d	C:/My%20Web%20Sites/Project1/vccswap.com/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.ttf	(from https://vccswap.com/css/fonts/linear-icons-font/style.css)
